prompts,results
"i have cough, weight gain, weakness, difficulty breathing. what disease do i have?",you have heart failure.
"i have cough, nasal congestion, white discharge from eye, pain in eye, lacrimation. what disease do i have?",you have conjunctivitis.
"i have nasal congestion, white discharge from eye, pain in eye. what disease do i have?",you have conjunctivitis.
"i have sore throat, nasal congestion, pain in eye, eye redness, fever, coryza. what disease do i have?",you have conjunctivitis.
"i have leg pain, arm pain, back pain, low back pain, loss of sensation, arm weakness, leg weakness. what disease do i have?",you have herniated disk.
"i have leg pain, arm pain, neck pain, loss of sensation, paresthesia, leg weakness. what disease do i have?",you have herniated disk.
"i have leg pain, back pain, neck pain, loss of sensation, shoulder pain, arm weakness. what disease do i have?",you have herniated disk.
"i have skin growth, fever, chills. what disease do i have?",you have breast infection (mastitis).
"i have shortness of breath, chest tightness, cough, leg pain, side pain, difficulty breathing, hemoptysis, sweating. what disease do i have?",you have pulmonary embolism.
"i have chest tightness, cough, leg pain, leg swelling, weakness, side pain, difficulty breathing, hemoptysis. what disease do i have?",you have pulmonary embolism.
"i have shortness of breath, chest tightness, cough, leg pain, leg swelling, difficulty breathing. what disease do i have?",you have pulmonary embolism.
"i have depression, depressive or psychotic symptoms, lack of growth, abusing alcohol, hostile behavior, seizures, temper problems, hysterical behavior. what disease do i have?",you have conduct disorder.
"i have depression, depressive or psychotic symptoms, fainting, hostile behavior, seizures, hysterical behavior. what disease do i have?",you have conduct disorder.
"i have depressive or psychotic symptoms, lack of growth, hostile behavior, excessive anger. what disease do i have?",you have conduct disorder.
"i have retention of urine, mass in scrotum, sharp abdominal pain, side pain, groin pain. what disease do i have?",you have epididymitis.
"i have retention of urine, pain in testicles, painful urination, side pain, groin pain. what disease do i have?",you have epididymitis.
"i have abnormal appearing skin, skin rash. what disease do i have?",you have molluscum contagiosum.
"i have skin swelling, abnormal appearing skin, skin lesion, knee lump or mass, itching of skin, warts. what disease do i have?",you have molluscum contagiosum.
"i have acne or pimples, skin dryness, peeling, scaliness, or roughness, skin rash. what disease do i have?",you have molluscum contagiosum.
"i have suprapubic pain, frequent urination, pain during pregnancy, burning abdominal pain, vaginal redness, problems during pregnancy. what disease do i have?",you have benign vaginal discharge (leukorrhea).
"i have suprapubic pain, sharp abdominal pain, painful urination, pain during pregnancy, burning abdominal pain. what disease do i have?",you have benign vaginal discharge (leukorrhea).
"i have suprapubic pain, sharp abdominal pain, vaginal itching, frequent urination, vaginal discharge, pain during pregnancy, vaginal redness, problems during pregnancy. what disease do i have?",you have benign vaginal discharge (leukorrhea).
"i have suprapubic pain, sharp abdominal pain, vaginal itching, painful urination, frequent urination, vaginal discharge, pain during pregnancy, burning abdominal pain, vaginal redness. what disease do i have?",you have benign vaginal discharge (leukorrhea).
"i have suprapubic pain, painful urination, burning abdominal pain, problems during pregnancy. what disease do i have?",you have benign vaginal discharge (leukorrhea).
"i have suprapubic pain, sharp abdominal pain, vaginal itching. what disease do i have?",you have benign vaginal discharge (leukorrhea).
"i have retention of urine, suprapubic pain, involuntary urination, frequent urination, bedwetting. what disease do i have?",you have bladder obstruction.
"i have abnormal appearing skin, skin growth, swollen lymph nodes. what disease do i have?",you have melanoma.
"i have abnormal appearing skin, skin lesion, skin growth, irregular appearing scalp, swollen lymph nodes, itchy eyelid. what disease do i have?",you have melanoma.
"i have irregular appearing scalp, swollen lymph nodes, itchy eyelid. what disease do i have?",you have melanoma.
"i have cough, difficulty in swallowing, ear pain. what disease do i have?",you have laryngitis.
"i have cough, nasal congestion, irritable infant, temper problems. what disease do i have?",you have diaper rash.
"i have blood in stool, irritable infant, vomiting, diarrhea, temper problems, diaper rash. what disease do i have?",you have diaper rash.
"i have cough, nasal congestion, diarrhea, temper problems, skin rash, diaper rash. what disease do i have?",you have diaper rash.
"i have cough, blood in stool, vomiting, diarrhea, fever, temper problems, pulling at ears. what disease do i have?",you have diaper rash.
"i have nasal congestion, irritable infant, diarrhea, temper problems, pulling at ears, skin rash, diaper rash. what disease do i have?",you have diaper rash.
"i have blood in stool, vomiting, vomiting blood, heartburn, upper abdominal pain, changes in stool appearance. what disease do i have?",you have gastroduodenal ulcer.
"i have vomiting, nausea, heartburn, upper abdominal pain. what disease do i have?",you have gastroduodenal ulcer.
"i have sharp chest pain, blood in stool, nausea, vomiting blood, burning abdominal pain, changes in stool appearance. what disease do i have?",you have gastroduodenal ulcer.
"i have swelling of scrotum, mass in scrotum, sharp abdominal pain, lower abdominal pain, ache all over. what disease do i have?",you have inguinal hernia.
"i have groin mass, symptoms of the scrotum and testes, swelling of scrotum, ache all over, swollen abdomen, groin pain. what disease do i have?",you have inguinal hernia.
"i have swelling of scrotum, pain in testicles, mass in scrotum, swollen abdomen, groin pain. what disease do i have?",you have inguinal hernia.
"i have symptoms of the scrotum and testes, pain in testicles, ache all over, swollen abdomen, groin pain. what disease do i have?",you have inguinal hernia.
"i have cough, skin swelling, abnormal appearing skin, skin lesion, acne or pimples, irregular appearing scalp, allergic reaction, itching of skin, skin irritation, warts. what disease do i have?",you have eczema.
"i have skin swelling, abnormal appearing skin, irregular appearing scalp, allergic reaction, itching of skin, skin dryness, peeling, scaliness, or roughness, skin irritation, skin rash. what disease do i have?",you have eczema.
"i have cough, abnormal appearing skin, acne or pimples, irregular appearing scalp, allergic reaction, itching of skin. what disease do i have?",you have eczema.
"i have abnormal appearing skin, itching of skin, warts. what disease do i have?",you have eczema.
"i have cough, abnormal appearing skin, acne or pimples, allergic reaction, skin dryness, peeling, scaliness, or roughness, skin irritation, warts. what disease do i have?",you have eczema.
"i have skin swelling, skin lesion, allergic reaction, skin dryness, peeling, scaliness, or roughness, warts. what disease do i have?",you have eczema.
"i have lack of growth, fainting, hostile behavior, excessive anger. what disease do i have?",you have asperger syndrome.
"i have depression, lack of growth, hostile behavior, antisocial behavior. what disease do i have?",you have asperger syndrome.
"i have anxiety and nervousness, depressive or psychotic symptoms, fainting, excessive anger. what disease do i have?",you have asperger syndrome.
"i have sore throat, difficulty in swallowing, mouth ulcer, decreased appetite. what disease do i have?",you have mucositis.
"i have sore throat, difficulty in swallowing, irritable infant, mouth ulcer. what disease do i have?",you have mucositis.
"i have cough, vomiting, nausea, diarrhea, chills, fatigue. what disease do i have?",you have white blood cell disease.
"i have leg pain, hip pain, back pain, low back pain, problems with movement, loss of sensation, paresthesia, leg cramps or spasms. what disease do i have?",you have spondylolisthesis.
"i have leg pain, hip pain, paresthesia, leg cramps or spasms, leg weakness. what disease do i have?",you have spondylolisthesis.
